Date_ID,Year,Month,Day
201117,1971,12,20
201118,1971,12,21
201119,1971,12,22
201120,1971,12,29
201121,1971,12,29
201122,1972,5,25
201123,1972,0,0
201124,1972,1,0
201125,1972,1,1
201126,1972,1,3
201127,1972,1,5
201128,1972,1,5
201129,1972,1,6
201130,1972,1,7
201131,1972,1,7
201132,1972,1,7
201133,1972,1,7
201134,1972,1,7
201135,1972,1,7
201136,1972,1,7
201137,1972,1,7
201138,1972,1,12
201139,1972,1,13
201140,1972,1,16
201141,1972,1,17
201142,1972,1,17
201143,1972,1,17
201144,1972,1,17
201145,1972,1,17
201146,1972,1,17
201147,1972,1,18
201148,1972,1,21
201149,1972,1,21
201150,1972,1,22
201151,1972,1,26
201152,1972,1,26
201153,1972,1,26
201154,1972,1,26
201155,1972,1,26
201156,1972,1,26
201157,1972,1,27
201158,1972,1,27
201159,1972,1,28
201160,1972,1,31
201161,1972,2,1
201162,1972,2,1
201163,1972,2,1
201164,1972,2,1
201165,1972,2,1
201166,1972,2,2
201167,1972,2,2
201168,1972,2,2
201169,1972,2,5
201170,1972,2,6
201171,1972,2,6
201172,1972,2,8
201173,1972,2,8
201174,1972,2,8
201175,1972,2,10
201176,1972,2,13
201177,1972,2,16
201178,1972,2,16
201179,1972,2,16
201180,1972,2,17
201181,1972,2,19
201182,1972,2,21
201183,1972,2,22
201184,1972,2,22
201185,1972,2,22
201186,1972,2,22
201187,1972,2,28
201188,1972,2,29
201189,1972,2,29
201190,1972,3,0
201191,1972,3,0
201192,1972,3,0
201193,1972,3,1
201194,1972,3,2
201195,1972,3,3
201196,1972,3,4
201197,1972,3,4
201198,1972,3,4
201199,1972,3,4
201200,1972,3,4
201201,1972,3,4
201202,1972,3,6
201203,1972,3,6
201204,1972,3,8
201205,1972,3,11
201206,1972,3,12
201207,1972,3,13
201208,1972,3,15
201209,1972,3,15
201210,1972,3,16
201211,1972,3,16
201212,1972,3,19
201213,1972,3,20
201214,1972,3,20
201215,1972,3,20
201216,1972,3,21
201217,1972,3,23
201218,1972,3,25
201219,1972,3,26
201220,1972,3,26
201221,1972,3,27
201222,1972,3,28
201223,1972,3,28
201224,1972,3,29
201225,1972,3,29
201226,1972,3,29
201227,1972,3,30
201228,1972,4,4
201229,1972,4,4
201230,1972,4,5
201231,1972,4,7
201232,1972,4,10
201233,1972,4,10
201234,1972,4,11
201235,1972,4,11
201236,1972,4,13
201237,1972,4,13
201238,1972,4,15
201239,1972,4,15
201240,1972,4,16
201241,1972,4,16
201242,1972,4,18
201243,1972,4,19
201244,1972,4,19
201245,1972,4,20
201246,1972,4,20
201247,1972,4,21
201248,1972,4,23
201249,1972,4,29
201250,1972,5,1
201251,1972,5,2
201252,1972,5,2
201253,1972,5,2
201254,1972,5,3
201255,1972,5,3
201256,1972,5,3
201257,1972,5,3
201258,1972,5,4
201259,1972,5,4
201260,1972,5,4
201261,1972,3,15
201262,1972,5,7
201263,1972,5,8
201264,1972,5,9
201265,1972,5,9
201266,1972,5,11
201267,1972,5,11
201268,1972,5,12
201269,1972,5,12
201270,1972,5,12
201271,1972,5,12
201272,1972,5,12
201273,1972,5,13
201274,1972,5,13
201275,1972,5,13
201276,1972,5,13
201277,1972,5,14
201278,1972,5,14
201279,1972,5,15
201280,1972,5,15
201281,1972,5,15
201282,1972,5,15
201283,1972,5,17
201284,1972,5,17
201285,1972,5,18
201286,1972,5,18
201287,1972,5,19
201288,1972,5,19
201289,1972,5,19
201290,1972,5,19
201291,1972,5,20
201292,1972,5,20
201293,1972,5,20
201294,1972,5,21
201295,1972,5,21
201296,1972,5,22
201297,1972,5,23
201298,1972,5,23
201299,1972,5,23
201300,1972,5,24
201301,1972,5,25
201302,1972,5,25
201303,1972,5,25
201304,1972,5,25
201305,1972,5,25
201306,1972,5,26
201307,1972,5,27
201308,1972,5,27
201309,1972,5,27
201310,1972,5,27
201311,1972,5,28
201312,1972,5,28
201313,1972,5,28
201314,1972,5,30
201315,1972,5,30
201316,1972,5,30
201317,1972,5,31
201318,1972,5,31
201319,1972,5,31
201320,1972,5,31
201321,1972,5,31
201322,1972,5,31
201323,1972,5,31
201324,1972,6,2
201325,1972,6,2
201326,1972,6,2
201327,1972,6,4
201328,1972,6,5
201329,1972,6,6
201330,1972,6,6
201331,1972,6,8
201332,1972,6,8
201333,1972,6,9
201334,1972,6,9
201335,1972,6,10
201336,1972,6,10
201337,1972,6,11
201338,1972,6,11
201339,1972,6,12
201340,1972,6,14
201341,1972,6,15
201342,1972,6,15
201343,1972,6,16
201344,1972,6,18
201345,1972,6,19
201346,1972,6,19
201347,1972,6,19
201348,1972,6,21
201349,1972,6,21
201350,1972,6,23
201351,1972,6,24
201352,1972,6,24
201353,1972,6,26
201354,1972,6,26
201355,1972,6,26
201356,1972,6,27
201357,1972,6,27
201358,1972,7,1
201359,1972,7,1
201360,1972,7,2
201361,1972,7,2
201362,1972,7,3
201363,1972,7,5
201364,1972,7,5
201365,1972,7,7
201366,1972,7,9
201367,1972,7,9
201368,1972,7,9
201369,1972,7,11
201370,1972,7,11
201371,1972,7,12
201372,1972,7,12
201373,1972,7,12
201374,1972,7,12
201375,1972,7,13
201376,1972,7,13
201377,1972,7,13
201378,1972,7,13
201379,1972,7,14
201380,1972,7,14
201381,1972,7,14
201382,1972,7,14
201383,1972,7,14
201384,1972,7,15
201385,1972,7,15
201386,1972,7,15
201387,1972,7,15
201388,1972,7,15
201389,1972,7,15
201390,1972,7,16
201391,1972,7,16
