Country_ID,Country_Name
199,Switzerland
199,Switzerland
199,Switzerland
603,United Kingdom
603,United Kingdom
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
97,Israel
15,Austria
15,Austria
15,Austria
15,Austria
15,Austria
21,Belgium
31,Brunei
31,Brunei
31,Brunei
31,Brunei
31,Brunei
217,United States
217,United States
217,United States
96,Ireland
604,Zaire
604,Zaire
604,Zaire
21,Belgium
21,Belgium
11,Argentina
11,Argentina
11,Argentina
11,Argentina
11,Argentina
605,People's Republic of the Congo
603,United Kingdom
603,United Kingdom
97,Israel
97,Israel
603,United Kingdom
102,Jordan
102,Jordan
102,Jordan
102,Jordan
36,Cambodia
14,Australia
14,Australia
14,Australia
14,Australia
14,Australia
14,Australia
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
218,Uruguay
218,Uruguay
218,Uruguay
218,Uruguay
218,Uruguay
218,Uruguay
30,Brazil
30,Brazil
162,Portugal
217,United States
603,United Kingdom
217,United States
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
362,West Germany (FRG)
603,United Kingdom
603,United Kingdom
603,United Kingdom
69,France
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
6,Algeria
603,United Kingdom
11,Argentina
603,United Kingdom
217,United States
217,United States
603,United Kingdom
69,France
217,United States
603,United Kingdom
603,United Kingdom
603,United Kingdom
11,Argentina
603,United Kingdom
603,United Kingdom
209,Turkey
603,United Kingdom
603,United Kingdom
217,United States
217,United States
603,United Kingdom
603,United Kingdom
110,Lebanon
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
185,Spain
102,Jordan
102,Jordan
61,El Salvador
603,United Kingdom
130,Mexico
11,Argentina
603,United Kingdom
603,United Kingdom
69,France
603,United Kingdom
603,United Kingdom
61,El Salvador
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
102,Jordan
362,West Germany (FRG)
603,United Kingdom
185,Spain
603,United Kingdom
603,United Kingdom
362,West Germany (FRG)
603,United Kingdom
45,Colombia
217,United States
96,Ireland
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
98,Italy
603,United Kingdom
78,Greece
603,United Kingdom
603,United Kingdom
14,Australia
603,United Kingdom
603,United Kingdom
603,United Kingdom
217,United States
217,United States
603,United Kingdom
362,West Germany (FRG)
603,United Kingdom
362,West Germany (FRG)
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
110,Lebanon
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
69,France
362,West Germany (FRG)
217,United States
217,United States
217,United States
11,Argentina
11,Argentina
11,Argentina
603,United Kingdom
205,Thailand
96,Ireland
217,United States
185,Spain
603,United Kingdom
217,United States
45,Colombia
96,Ireland
58,Dominican Republic
603,United Kingdom
217,United States
603,United Kingdom
603,United Kingdom
45,Colombia
78,Greece
78,Greece
217,United States
45,Colombia
69,France
362,West Germany (FRG)
362,West Germany (FRG)
15,Austria
603,United Kingdom
603,United Kingdom
185,Spain
11,Argentina
98,Italy
110,Lebanon
603,United Kingdom
217,United States
217,United States
185,Spain
96,Ireland
11,Argentina
217,United States
87,Haiti
65,Ethiopia
94,Iran
217,United States
94,Iran
185,Spain
217,United States
94,Iran
185,Spain
217,United States
69,France
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
11,Argentina
78,Greece
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
11,Argentina
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
102,Jordan
217,United States
603,United Kingdom
11,Argentina
603,United Kingdom
217,United States
603,United Kingdom
11,Argentina
603,United Kingdom
603,United Kingdom
